Economie,Jaar,CO2,N2O,CH4,Broeikasgas-equivalent,NOx,SO2,NH3,Zuur-equivalent,CFK12-equivalent,CO,NMVOS,PM10
"Basismetaal, metaalprod.-industrie",2001,7134,0.0,0.4,8723,9.4,6.4,0.0,0.4,0.0,107.2,13.7,3.3
"Basismetaal, metaalprod.-industrie",2002,7302,0.0,0.4,9771,9.4,6.5,0.0,0.4,0.0,100.4,12.5,3.1
"Basismetaal, metaalprod.-industrie",2003,7639,0.0,0.4,8176,9.3,6.5,0.0,0.4,0.0,111.2,10.6,3.1
"Basismetaal, metaalprod.-industrie",2004,7781,0.0,0.4,7925,9.6,7.4,0.0,0.4,0.0,129.3,9.6,3.1
"Basismetaal, metaalprod.-industrie",2005,7771,0.0,0.4,7893,9.1,7.8,0.1,0.4,0.0,119.9,10.0,2.7
"Basismetaal, metaalprod.-industrie",2006,7558,0.0,0.4,7646,8.6,6.9,0.1,0.4,0.0,129.4,9.3,2.6
"Basismetaal, metaalprod.-industrie",2007,7786,0.0,0.4,7919,8.6,7.4,0.0,0.4,0.0,120.0,9.9,2.8
"Basismetaal, metaalprod.-industrie",2008,7774,0.0,0.4,7878,8.2,7.1,0.0,0.4,0.0,125.1,9.1,2.5
"Basismetaal, metaalprod.-industrie",2009,6605,0.0,0.4,6674,6.3,4.0,0.0,0.3,0.0,91.1,8.2,2.1
"Basismetaal, metaalprod.-industrie",2010,7431,0.0,0.4,7519,7.9,6.1,0.0,0.4,0.0,99.9,12.9,2.3
"Basismetaal, metaalprod.-industrie",2011,7468,0.0,0.4,7584,7.6,6.4,0.0,0.4,0.0,84.8,11.5,2.3
"Basismetaal, metaalprod.-industrie",2012,6953,0.0,0.4,6991,7.6,4.4,0.0,0.3,0.0,80.6,11.2,1.9
"Basismetaal, metaalprod.-industrie",2013,7104,0.0,0.4,7135,7.1,3.4,0.0,0.3,0.0,72.4,9.9,1.8
"Basismetaal, metaalprod.-industrie",2014,6649,0.0,0.4,6669,6.8,3.8,0.0,0.3,0.0,72.7,9.3,1.7
"Basismetaal, metaalprod.-industrie",2015,7237,0.0,0.4,7264,7.3,3.7,0.0,0.3,0.0,76.2,9.4,1.8
"Basismetaal, metaalprod.-industrie",2016,7108,0.0,0.4,7143,7.3,3.6,0.0,0.3,0.0,73.6,7.9,1.8
"Basismetaal, metaalprod.-industrie",2017,7805,0.0,0.4,7840,7.2,3.9,0.0,0.3,0.0,67.7,9.1,1.7
"Basismetaal, metaalprod.-industrie",2018,7755,0.0,0.4,7799,7.2,3.9,0.0,0.3,0.0,71.7,9.1,1.7
"Basismetaal, metaalprod.-industrie",2019,7122,0.0,0.4,7166,7.5,4.0,0.0,0.3,0.0,71.4,9.1,1.8
Basismetaalindustrie,1990,7585,0.0,0.4,10241,8.1,14.6,0.1,0.6,37.3,225.8,5.4,10.5
Basismetaalindustrie,1991,7631,0.0,0.4,9844,8.7,14.1,0.1,0.6,29.8,210.6,5.1,9.7
Basismetaalindustrie,1992,7268,0.0,0.4,9811,9.1,11.8,0.1,0.6,22.4,195.3,4.8,8.8
Basismetaalindustrie,1993,7605,0.0,0.4,10375,9.1,11.7,0.1,0.6,14.9,180.0,4.5,8.0
Basismetaalindustrie,1994,8647,0.0,0.4,12003,9.1,12.4,0.1,0.6,7.5,164.7,4.2,7.1
Basismetaalindustrie,1995,7788,0.0,0.4,10038,10.1,11.9,0.0,0.6,0.0,149.4,3.9,6.4
Basismetaalindustrie,1996,7821,0.0,0.4,10588,9.9,10.7,0.0,0.6,0.0,134.4,3.3,5.4
Basismetaalindustrie,1997,7759,0.0,0.4,10719,9.2,10.0,0.1,0.5,0.0,112.3,3.2,4.4
Basismetaalindustrie,1998,7207,0.0,0.4,10342,8.1,7.9,0.1,0.4,0.0,116.9,3.8,4.5
Basismetaalindustrie,1999,6656,0.0,0.4,8445,7.4,7.0,0.1,0.4,0.0,98.3,2.8,3.6
Basismetaalindustrie,2000,6401,0.0,0.4,8059,6.8,7.0,0.0,0.4,0.0,107.1,2.4,2.9
Basismetaalindustrie,2001,6594,0.0,0.4,8180,7.8,6.4,0.0,0.4,0.0,103.3,1.9,2.6
Basismetaalindustrie,2002,6745,0.0,0.4,9211,7.6,6.5,0.0,0.4,0.0,96.4,2.1,2.5
Basismetaalindustrie,2003,7128,0.0,0.4,7663,7.8,6.5,0.0,0.4,0.0,107.3,1.8,2.5
Basismetaalindustrie,2004,7293,0.0,0.4,7434,8.2,7.3,0.0,0.4,0.0,125.7,1.3,2.5
Basismetaalindustrie,2005,7280,0.0,0.4,7400,7.7,7.8,0.1,0.4,0.0,116.0,1.6,2.2
Basismetaalindustrie,2006,7094,0.0,0.3,7180,7.3,6.9,0.1,0.4,0.0,125.4,1.6,2.1
Basismetaalindustrie,2007,7358,0.0,0.4,7489,7.3,7.3,0.0,0.4,0.0,117.7,1.7,2.2
Basismetaalindustrie,2008,7359,0.0,0.3,7460,7.0,7.1,0.0,0.4,0.0,122.3,1.7,2.0
Basismetaalindustrie,2009,6148,0.0,0.3,6213,5.1,4.0,0.0,0.2,0.0,87.9,1.5,1.7
Basismetaalindustrie,2010,6947,0.0,0.3,7031,6.7,6.1,0.0,0.3,0.0,96.2,1.7,1.8
Basismetaalindustrie,2011,7042,0.0,0.3,7155,6.5,6.4,0.0,0.3,0.0,81.2,1.8,1.8
Basismetaalindustrie,2012,6478,0.0,0.3,6512,6.6,4.4,0.0,0.3,0.0,76.4,1.7,1.5
Basismetaalindustrie,2013,6652,0.0,0.3,6679,6.2,3.4,0.0,0.2,0.0,68.0,1.4,1.3
Basismetaalindustrie,2014,6236,0.0,0.3,6253,5.9,3.8,0.0,0.2,0.0,68.5,1.5,1.3
Basismetaalindustrie,2015,6810,0.0,0.3,6834,6.5,3.7,0.0,0.3,0.0,72.0,1.6,1.3
Basismetaalindustrie,2016,6633,0.0,0.3,6664,6.5,3.6,0.0,0.3,0.0,69.3,1.7,1.3
Basismetaalindustrie,2017,7278,0.0,0.3,7308,6.4,3.9,0.0,0.3,0.0,63.4,1.8,1.3
Basismetaalindustrie,2018,7273,0.0,0.3,7313,6.3,3.9,0.0,0.3,0.0,67.5,1.7,1.2
Basismetaalindustrie,2019,6601,0.0,0.3,6641,6.6,4.0,0.0,0.3,0.0,67.2,1.7,1.3
Metaalproductenindustrie,1990,453,0.0,0.1,455,2.6,2.5,0.2,0.1,541.6,6.6,42.5,2.0
Metaalproductenindustrie,1991,445,0.0,0.1,447,1.8,1.1,0.2,0.1,433.2,6.4,39.4,1.7
Metaalproductenindustrie,1992,437,0.0,0.1,439,2.0,0.5,0.1,0.1,324.9,6.0,36.3,1.5
Metaalproductenindustrie,1993,477,0.0,0.0,478,1.9,0.2,0.1,0.1,216.6,5.6,33.2,1.2
Metaalproductenindustrie,1994,452,0.0,0.0,454,1.6,0.1,0.0,0.0,108.3,5.1,30.1,1.0
Metaalproductenindustrie,1995,489,0.0,0.1,491,1.7,0.1,0.0,0.0,0.0,4.8,27.2,0.7
Metaalproductenindustrie,1996,475,0.0,0.0,477,1.7,0.1,0.0,0.0,0.0,3.8,21.9,0.1
Metaalproductenindustrie,1997,472,0.0,0.0,474,1.6,0.0,0.0,0.0,0.0,4.1,18.2,0.1
Metaalproductenindustrie,1998,494,0.0,0.0,496,1.7,0.0,0.0,0.0,0.0,3.3,15.7,0.4
Metaalproductenindustrie,1999,552,0.0,0.1,554,1.7,0.0,0.0,0.0,0.0,3.4,17.0,0.5
Metaalproductenindustrie,2000,528,0.0,0.1,530,1.6,0.0,0.0,0.0,0.0,4.1,12.0,0.7
Metaalproductenindustrie,2001,540,0.0,0.1,542,1.6,0.0,0.0,0.0,0.0,4.0,11.8,0.7
Metaalproductenindustrie,2002,557,0.0,0.1,559,1.8,0.0,0.0,0.0,0.0,4.0,10.4,0.6
Metaalproductenindustrie,2003,511,0.0,0.1,513,1.5,0.0,0.0,0.0,0.0,3.9,8.8,0.6
Metaalproductenindustrie,2004,488,0.0,0.1,491,1.4,0.0,0.0,0.0,0.0,3.5,8.3,0.6
Metaalproductenindustrie,2005,491,0.0,0.1,493,1.4,0.0,0.0,0.0,0.0,3.9,8.4,0.6
Metaalproductenindustrie,2006,464,0.0,0.1,466,1.3,0.0,0.0,0.0,0.0,4.0,7.7,0.5
Metaalproductenindustrie,2007,428,0.0,0.0,430,1.3,0.0,0.0,0.0,0.0,2.3,8.1,0.5
Metaalproductenindustrie,2008,414,0.0,0.1,418,1.2,0.0,0.0,0.0,0.0,2.8,7.4,0.5
Metaalproductenindustrie,2009,457,0.0,0.1,461,1.2,0.0,0.0,0.0,0.0,3.3,6.7,0.4
Metaalproductenindustrie,2010,484,0.0,0.1,488,1.1,0.0,0.0,0.0,0.0,3.8,11.2,0.5
Metaalproductenindustrie,2011,426,0.0,0.1,429,1.1,0.0,0.0,0.0,0.0,3.6,9.7,0.5
Metaalproductenindustrie,2012,475,0.0,0.1,479,1.0,0.0,0.0,0.0,0.0,4.2,9.5,0.5
Metaalproductenindustrie,2013,452,0.0,0.1,455,1.0,0.0,0.0,0.0,0.0,4.4,8.5,0.4
Metaalproductenindustrie,2014,412,0.0,0.1,416,0.9,0.0,0.0,0.0,0.0,4.2,7.8,0.5
Metaalproductenindustrie,2015,427,0.0,0.1,431,0.8,0.0,0.0,0.0,0.0,4.1,7.8,0.5
Metaalproductenindustrie,2016,475,0.0,0.1,479,0.8,0.0,0.0,0.0,0.0,4.3,6.2,0.5
Metaalproductenindustrie,2017,527,0.0,0.1,532,0.9,0.0,0.0,0.0,0.0,4.4,7.3,0.5
Metaalproductenindustrie,2018,481,0.0,0.1,486,0.9,0.0,0.0,0.0,0.0,4.2,7.4,0.5
Metaalproductenindustrie,2019,520,0.0,0.1,525,0.9,0.0,0.0,0.0,0.0,4.2,7.4,0.5
Elektrische en elektron. Industrie,1990,404,0.0,0.0,430,2.0,0.4,0.0,0.1,40.7,0.9,1.3,0.1
Elektrische en elektron. Industrie,1991,387,0.0,0.0,409,0.9,0.4,0.0,0.0,33.2,0.9,1.2,0.1
Elektrische en elektron. Industrie,1992,371,0.0,0.0,397,1.9,0.3,0.0,0.1,25.8,0.9,1.1,0.1
Elektrische en elektron. Industrie,1993,410,0.0,0.0,438,1.1,0.2,0.0,0.0,18.3,0.8,1.0,0.1
Elektrische en elektron. Industrie,1994,382,0.0,0.0,415,0.9,0.0,0.0,0.0,10.9,0.8,0.9,0.1
Elektrische en elektron. Industrie,1995,418,0.0,0.0,469,0.6,0.2,0.0,0.0,3.5,0.7,1.0,0.1
Elektrische en elektron. Industrie,1996,382,0.0,0.0,445,0.5,0.8,0.0,0.0,2.6,0.8,0.8,0.1
Elektrische en elektron. Industrie,1997,364,0.0,0.0,430,0.9,2.0,0.0,0.1,1.7,0.6,0.7,0.0
Elektrische en elektron. Industrie,1998,366,0.0,0.0,436,0.6,2.7,0.0,0.1,0.9,0.9,0.5,0.0
Elektrische en elektron. Industrie,1999,351,0.0,0.0,391,0.4,2.2,0.0,0.1,0.0,1.3,0.1,0.0
Elektrische en elektron. Industrie,2000,365,0.0,0.0,627,0.4,0.0,0.0,0.0,0.0,1.6,0.7,0.0
Elektrische en elektron. Industrie,2001,343,0.0,0.0,567,0.5,0.2,0.0,0.0,0.0,2.6,0.6,0.0
Elektrische en elektron. Industrie,2002,322,0.0,0.0,487,0.4,0.0,0.0,0.0,0.0,1.5,0.4,0.0
Elektrische en elektron. Industrie,2003,308,0.0,0.0,556,0.3,0.0,0.0,0.0,0.0,1.5,0.3,0.0
Elektrische en elektron. Industrie,2004,334,0.0,0.0,582,0.4,0.2,0.0,0.0,0.0,2.4,0.3,0.0
Elektrische en elektron. Industrie,2005,332,0.0,0.0,587,0.4,0.2,0.0,0.0,0.0,2.6,0.3,0.0
Elektrische en elektron. Industrie,2006,311,0.0,0.0,581,0.3,0.2,0.0,0.0,0.0,2.3,0.3,0.0
Elektrische en elektron. Industrie,2007,284,0.0,0.0,590,0.3,0.2,0.0,0.0,0.0,1.5,0.3,0.0
Elektrische en elektron. Industrie,2008,274,0.0,0.0,517,0.3,0.2,0.0,0.0,0.0,1.8,0.2,0.1
Elektrische en elektron. Industrie,2009,340,0.0,0.1,511,0.4,0.2,0.0,0.0,0.0,2.0,0.3,0.1
Elektrische en elektron. Industrie,2010,343,0.0,0.1,550,0.4,0.2,0.0,0.0,0.0,1.6,0.2,0.1
Elektrische en elektron. Industrie,2011,253,0.0,0.0,395,0.6,0.3,0.0,0.0,0.0,1.9,0.2,0.1
Elektrische en elektron. Industrie,2012,245,0.0,0.0,404,0.5,0.3,0.0,0.0,0.0,0.6,0.2,0.0
Elektrische en elektron. Industrie,2013,228,0.0,0.0,345,0.5,0.4,0.0,0.0,0.0,0.6,0.2,0.0
Elektrische en elektron. Industrie,2014,195,0.0,0.0,287,0.4,0.4,0.0,0.0,0.0,0.7,0.2,0.0
Elektrische en elektron. Industrie,2015,212,0.0,0.0,300,0.4,0.4,0.0,0.0,0.0,0.6,0.2,0.0
Elektrische en elektron. Industrie,2016,210,0.0,0.0,305,0.4,0.4,0.0,0.0,0.0,0.6,0.1,0.0
Elektrische en elektron. Industrie,2017,223,0.0,0.0,268,0.3,0.4,0.0,0.0,0.0,0.6,0.1,0.0
Elektrische en elektron. Industrie,2018,142,0.0,0.0,188,0.3,0.3,0.0,0.0,0.0,0.6,0.1,0.0
Elektrische en elektron. Industrie,2019,235,0.0,0.1,282,0.3,0.3,0.0,0.0,0.0,0.6,0.1,0.0
Elektrotechnische industrie,1990,32,0.0,0.0,57,1.7,0.2,0.0,0.0,31.6,0.5,0.6,0.0
Elektrotechnische industrie,1991,46,0.0,0.0,67,0.7,0.2,0.0,0.0,26.0,0.4,0.6,0.0
Elektrotechnische industrie,1992,47,0.0,0.0,71,1.6,0.2,0.0,0.0,20.3,0.3,0.5,0.0
Elektrotechnische industrie,1993,28,0.0,0.0,55,0.8,0.1,0.0,0.0,14.7,0.3,0.5,0.0
Elektrotechnische industrie,1994,39,0.0,0.0,71,0.6,0.0,0.0,0.0,9.1,0.2,0.4,0.0
Elektrotechnische industrie,1995,26,0.0,0.0,75,0.3,0.1,0.0,0.0,3.5,0.1,0.4,0.0
Elektrotechnische industrie,1996,22,0.0,0.0,83,0.2,0.3,0.0,0.0,2.6,0.1,0.3,0.0
Elektrotechnische industrie,1997,21,0.0,0.0,86,0.6,0.8,0.0,0.0,1.7,0.1,0.3,0.0
Elektrotechnische industrie,1998,18,0.0,0.0,88,0.3,1.1,0.0,0.0,0.9,0.1,0.2,0.0
Elektrotechnische industrie,1999,16,0.0,0.0,56,0.2,0.9,0.0,0.0,0.0,0.3,0.0,0.0
Elektrotechnische industrie,2000,18,0.0,0.0,279,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.0
Elektrotechnische industrie,2001,22,0.0,0.0,244,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0
Elektrotechnische industrie,2002,23,0.0,0.0,186,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.0
Elektrotechnische industrie,2003,22,0.0,0.0,269,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0
Elektrotechnische industrie,2004,22,0.0,0.0,269,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.0
Elektrotechnische industrie,2005,22,0.0,0.0,276,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Elektrotechnische industrie,2006,22,0.0,0.0,292,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Elektrotechnische industrie,2007,24,0.0,0.0,330,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.0
Elektrotechnische industrie,2008,27,0.0,0.0,268,0.1,0.1,0.0,0.0,0.0,0.4,0.1,0.0
Elektrotechnische industrie,2009,27,0.0,0.0,196,0.1,0.1,0.0,0.0,0.0,0.4,0.1,0.0
Elektrotechnische industrie,2010,31,0.0,0.0,237,0.1,0.1,0.0,0.0,0.0,0.5,0.1,0.0
Elektrotechnische industrie,2011,74,0.0,0.0,216,0.1,0.1,0.0,0.0,0.0,0.4,0.1,0.0
Elektrotechnische industrie,2012,30,0.0,0.0,187,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0
Elektrotechnische industrie,2013,25,0.0,0.0,141,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0
Elektrotechnische industrie,2014,22,0.0,0.0,112,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0
Elektrotechnische industrie,2015,33,0.0,0.0,119,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0
Elektrotechnische industrie,2016,32,0.0,0.0,126,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0
Elektrotechnische industrie,2017,45,0.0,0.0,89,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0
Elektrotechnische industrie,2018,46,0.0,0.0,91,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0
Elektrotechnische industrie,2019,51,0.0,0.0,96,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0
Elektrische apparatenindustrie,1990,372,0.0,0.0,373,0.3,0.2,0.0,0.0,9.1,0.4,0.7,0.0
Elektrische apparatenindustrie,1991,341,0.0,0.0,342,0.2,0.2,0.0,0.0,7.3,0.5,0.6,0.0
Elektrische apparatenindustrie,1992,324,0.0,0.0,325,0.3,0.1,0.0,0.0,5.4,0.5,0.6,0.0
Elektrische apparatenindustrie,1993,382,0.0,0.0,383,0.3,0.1,0.0,0.0,3.6,0.6,0.5,0.0
Elektrische apparatenindustrie,1994,342,0.0,0.0,343,0.2,0.0,0.0,0.0,1.8,0.6,0.5,0.0
Elektrische apparatenindustrie,1995,392,0.0,0.0,393,0.3,0.1,0.0,0.0,0.0,0.6,0.5,0.0
Elektrische apparatenindustrie,1996,361,0.0,0.0,362,0.3,0.5,0.0,0.0,0.0,0.8,0.4,0.0
Elektrische apparatenindustrie,1997,343,0.0,0.0,344,0.4,1.2,0.0,0.0,0.0,0.6,0.4,0.0
Elektrische apparatenindustrie,1998,347,0.0,0.0,349,0.3,1.6,0.0,0.1,0.0,0.9,0.3,0.0
Elektrische apparatenindustrie,1999,334,0.0,0.0,335,0.2,1.3,0.0,0.0,0.0,1.0,0.1,0.0
Elektrische apparatenindustrie,2000,347,0.0,0.0,348,0.2,0.0,0.0,0.0,0.0,1.5,0.5,0.0
Elektrische apparatenindustrie,2001,322,0.0,0.0,323,0.3,0.1,0.0,0.0,0.0,2.2,0.4,0.0
Elektrische apparatenindustrie,2002,300,0.0,0.0,301,0.2,0.0,0.0,0.0,0.0,1.4,0.3,0.0
Elektrische apparatenindustrie,2003,286,0.0,0.0,287,0.2,0.0,0.0,0.0,0.0,1.4,0.2,0.0
Elektrische apparatenindustrie,2004,312,0.0,0.0,313,0.3,0.2,0.0,0.0,0.0,2.1,0.2,0.0
Elektrische apparatenindustrie,2005,311,0.0,0.0,312,0.3,0.2,0.0,0.0,0.0,2.2,0.2,0.0
Elektrische apparatenindustrie,2006,288,0.0,0.0,289,0.2,0.1,0.0,0.0,0.0,1.9,0.2,0.0
Elektrische apparatenindustrie,2007,260,0.0,0.0,261,0.3,0.1,0.0,0.0,0.0,1.2,0.1,0.0
Elektrische apparatenindustrie,2008,248,0.0,0.0,249,0.3,0.2,0.0,0.0,0.0,1.4,0.1,0.0
Elektrische apparatenindustrie,2009,313,0.0,0.0,315,0.3,0.1,0.0,0.0,0.0,1.6,0.1,0.0
Elektrische apparatenindustrie,2010,312,0.0,0.0,313,0.2,0.1,0.0,0.0,0.0,1.1,0.1,0.1
Elektrische apparatenindustrie,2011,179,0.0,0.0,180,0.5,0.3,0.0,0.0,0.0,1.5,0.1,0.0
Elektrische apparatenindustrie,2012,215,0.0,0.0,217,0.4,0.2,0.0,0.0,0.0,0.4,0.1,0.0
Elektrische apparatenindustrie,2013,202,0.0,0.0,204,0.4,0.3,0.0,0.0,0.0,0.4,0.1,0.0
Elektrische apparatenindustrie,2014,174,0.0,0.0,175,0.3,0.4,0.0,0.0,0.0,0.5,0.1,0.0
Elektrische apparatenindustrie,2015,179,0.0,0.0,180,0.3,0.3,0.0,0.0,0.0,0.4,0.1,0.0
Elektrische apparatenindustrie,2016,177,0.0,0.0,179,0.3,0.4,0.0,0.0,0.0,0.4,0.1,0.0
Elektrische apparatenindustrie,2017,178,0.0,0.0,180,0.3,0.3,0.0,0.0,0.0,0.4,0.1,0.0
Elektrische apparatenindustrie,2018,96,0.0,0.0,97,0.2,0.1,0.0,0.0,0.0,0.4,0.1,0.0
Elektrische apparatenindustrie,2019,184,0.0,0.0,186,0.2,0.1,0.0,0.0,0.0,0.4,0.1,0.0
Machine-industrie,1990,270,0.0,0.0,271,1.1,0.4,0.0,0.0,11.9,1.3,1.3,0.1
Machine-industrie,1991,276,0.0,0.0,277,0.8,0.4,0.0,0.0,9.5,1.4,1.2,0.1
Machine-industrie,1992,270,0.0,0.0,271,0.9,0.4,0.0,0.0,7.1,1.5,1.2,0.1
Machine-industrie,1993,277,0.0,0.0,278,1.1,0.3,0.0,0.0,4.7,1.6,1.0,0.1
Machine-industrie,1994,272,0.0,0.0,273,0.9,0.2,0.0,0.0,2.4,1.6,0.9,0.1
Machine-industrie,1995,281,0.0,0.0,282,1.0,0.2,0.0,0.0,0.0,1.7,1.0,0.1
Machine-industrie,1996,341,0.0,0.0,342,1.0,0.4,0.0,0.0,0.0,2.5,1.1,0.1
Machine-industrie,1997,348,0.0,0.0,350,0.8,0.2,0.0,0.0,0.0,3.1,0.5,0.0
Machine-industrie,1998,331,0.0,0.0,332,0.8,0.3,0.0,0.0,0.0,1.9,0.9,0.1
Machine-industrie,1999,322,0.0,0.0,323,0.8,0.1,0.0,0.0,0.0,1.0,0.4,0.1
Machine-industrie,2000,305,0.0,0.0,306,0.7,0.0,0.0,0.0,0.0,1.7,0.7,0.0
Machine-industrie,2001,298,0.0,0.0,299,0.8,0.1,0.0,0.0,0.0,2.1,0.6,0.1
Machine-industrie,2002,292,0.0,0.0,293,0.7,0.0,0.0,0.0,0.0,1.2,0.4,0.0
Machine-industrie,2003,289,0.0,0.0,290,0.6,0.0,0.0,0.0,0.0,1.2,0.3,0.0
Machine-industrie,2004,272,0.0,0.0,273,0.7,0.2,0.0,0.0,0.0,2.2,0.3,0.0
Machine-industrie,2005,276,0.0,0.0,277,0.7,0.2,0.0,0.0,0.0,2.7,0.3,0.0
Machine-industrie,2006,275,0.0,0.0,276,0.6,0.1,0.0,0.0,0.0,2.4,0.4,0.1
Machine-industrie,2007,265,0.0,0.0,266,0.6,0.2,0.0,0.0,0.0,1.8,0.3,0.1
Machine-industrie,2008,302,0.0,0.1,305,0.7,0.2,0.0,0.0,0.0,2.1,0.4,0.1
Machine-industrie,2009,302,0.0,0.1,306,0.7,0.2,0.0,0.0,0.0,2.4,0.4,0.1
Machine-industrie,2010,309,0.0,0.1,312,0.6,0.3,0.0,0.0,0.0,2.9,0.4,0.1
Machine-industrie,2011,232,0.0,0.0,235,0.7,0.2,0.0,0.0,0.0,2.6,0.4,0.1
Machine-industrie,2012,275,0.0,0.1,278,0.7,0.2,0.0,0.0,0.0,1.7,0.4,0.0
Machine-industrie,2013,264,0.0,0.1,267,0.7,0.4,0.0,0.0,0.0,1.9,0.3,0.1
Machine-industrie,2014,219,0.0,0.1,222,0.5,0.3,0.0,0.0,0.0,2.0,0.4,0.0
Machine-industrie,2015,253,0.0,0.1,257,0.6,0.4,0.0,0.0,0.0,1.9,0.3,0.0
Machine-industrie,2016,255,0.0,0.1,259,0.5,0.4,0.0,0.0,0.0,1.9,0.3,0.0
Machine-industrie,2017,283,0.0,0.1,287,0.5,0.4,0.0,0.0,0.0,1.9,0.2,0.0
Machine-industrie,2018,286,0.0,0.1,291,0.7,0.6,0.0,0.0,0.0,1.9,0.2,0.0
Machine-industrie,2019,299,0.0,0.1,304,0.6,0.6,0.0,0.0,0.0,1.9,0.2,0.0
Transportmiddelenindustrie,1990,195,0.0,0.0,195,0.8,0.1,0.0,0.0,0.0,1.6,6.9,0.5
Transportmiddelenindustrie,1991,190,0.0,0.0,191,1.1,0.0,0.0,0.0,0.0,1.7,6.5,0.4
Transportmiddelenindustrie,1992,185,0.0,0.0,185,1.4,0.0,0.0,0.0,0.0,1.7,6.0,0.3
Transportmiddelenindustrie,1993,201,0.0,0.0,202,1.3,0.0,0.0,0.0,0.1,1.7,5.5,0.2
Transportmiddelenindustrie,1994,190,0.0,0.0,190,0.7,0.0,0.0,0.0,0.1,1.7,5.0,0.1
Transportmiddelenindustrie,1995,205,0.0,0.0,205,0.8,0.0,0.0,0.0,0.1,1.8,4.6,0.0
Transportmiddelenindustrie,1996,208,0.0,0.0,208,0.8,0.0,0.0,0.0,0.1,2.2,3.2,0.0
Transportmiddelenindustrie,1997,202,0.0,0.0,203,0.6,0.0,0.0,0.0,0.0,2.0,3.5,0.0
Transportmiddelenindustrie,1998,200,0.0,0.0,201,0.6,0.1,0.0,0.0,0.0,1.5,3.4,0.0
Transportmiddelenindustrie,1999,197,0.0,0.0,197,0.5,0.0,0.0,0.0,0.0,1.5,4.0,0.0
Transportmiddelenindustrie,2000,199,0.0,0.0,200,0.5,0.0,0.0,0.0,0.0,1.5,4.9,0.0
Transportmiddelenindustrie,2001,212,0.0,0.0,212,0.5,0.0,0.0,0.0,6.4,1.5,3.4,0.0
Transportmiddelenindustrie,2002,210,0.0,0.0,211,0.5,0.0,0.0,0.0,7.0,1.6,4.2,0.0
Transportmiddelenindustrie,2003,200,0.0,0.0,201,0.4,0.0,0.0,0.0,0.0,1.1,4.6,0.0
Transportmiddelenindustrie,2004,193,0.0,0.0,194,0.4,0.0,0.0,0.0,0.0,1.4,4.4,0.0
Transportmiddelenindustrie,2005,183,0.0,0.0,183,0.4,0.0,0.0,0.0,0.0,1.2,4.1,0.0
Transportmiddelenindustrie,2006,158,0.0,0.0,159,0.4,0.0,0.0,0.0,0.0,1.2,3.7,0.0
Transportmiddelenindustrie,2007,153,0.0,0.0,153,0.4,0.0,0.0,0.0,0.0,0.8,3.9,0.0
Transportmiddelenindustrie,2008,178,0.0,0.0,179,0.4,0.0,0.0,0.0,0.0,1.0,4.6,0.0
Transportmiddelenindustrie,2009,193,0.0,0.0,195,0.4,0.0,0.0,0.0,0.0,1.5,3.4,0.0
Transportmiddelenindustrie,2010,206,0.0,0.0,208,0.3,0.0,0.0,0.0,0.0,1.6,5.2,0.0
Transportmiddelenindustrie,2011,163,0.0,0.0,164,0.3,0.0,0.0,0.0,0.0,1.9,5.3,0.0
Transportmiddelenindustrie,2012,174,0.0,0.0,176,0.3,0.0,0.0,0.0,0.0,2.0,4.2,0.0
Transportmiddelenindustrie,2013,179,0.0,0.0,181,0.4,0.0,0.0,0.0,0.0,2.5,3.9,0.0
Transportmiddelenindustrie,2014,188,0.0,0.0,190,0.4,0.0,0.0,0.0,0.0,2.4,4.9,0.0
Transportmiddelenindustrie,2015,202,0.0,0.0,204,0.4,0.0,0.0,0.0,0.0,2.4,4.6,0.0
Transportmiddelenindustrie,2016,212,0.0,0.0,215,0.4,0.0,0.0,0.0,0.0,2.4,3.4,0.0
Transportmiddelenindustrie,2017,229,0.0,0.0,231,0.4,0.0,0.0,0.0,0.0,2.5,3.6,0.0
Transportmiddelenindustrie,2018,242,0.0,0.0,245,0.6,0.0,0.0,0.0,0.0,2.5,3.6,0.0
Transportmiddelenindustrie,2019,249,0.0,0.0,252,0.5,0.0,0.0,0.0,0.0,2.5,3.9,0.0
Overige industrie en reparatie,1990,497,0.0,0.1,499,3.2,0.3,0.0,0.1,19.6,5.3,3.8,0.4
Overige industrie en reparatie,1991,520,0.0,0.1,523,2.8,0.3,0.0,0.1,15.7,5.8,3.6,0.3
